,item_id,NP,Oblig,Error,ErType,ErType2,definiteness,ref,Hawkins,HeadN,Abstract,Rev_abstr,modif,Score,Target_the,Target_zero,NL_Korean,NL_Mandarin,NL_Russian,Ntype_plural,Ntype_sing,Synt_obj,Synt_predprop,Synt_sub
24951,24952,"I thought a student majoring design was wearing her own costume to test on the way to her school but , uhh , she passed the school and was walking toward the subway station like me .",obl,correct,correct_the,correct_art,def,spec,situational,station,concr,concr,no_mod,1,True,False,True,False,False,False,True,True,False,False
24952,24953,"Getting Union square , I saw her walk down to the station .",obl,correct,correct_the,correct_art,def,spec,situational,station,concr,concr,no_mod,1,True,False,True,False,False,False,True,True,False,False
24953,24954,"Following her downstairs , I was preety sure that she was wearing platform shoes with high transparent soles , because she looked like floating several centimeter high above the ground .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,shoes,concr,concr,no_mod,1,False,True,True,False,False,True,False,True,False,False
24954,24955,"Following her downstairs , I was preety sure that she was wearing platform shoes with high transparent soles , because she looked like floating several centimeter high above the ground .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,soles,concr,concr,mod,1,False,True,True,False,False,True,False,True,False,False
24957,24958,"I think it is useful , but young Japanese woman become to poor for cooking . . .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,woman,concr,concr,mod,1,False,True,False,False,False,False,True,False,False,True
24959,24960,"At first , I do not feel like to playing volleyball .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,volleyball,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
24961,24962,They will break the wall which is between the kitchen and living room this week .,obl,correct,correct_the,correct_art,def,spec,situational,wall,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
24963,24964,Of course almost thing are required for daily life but others are not necessary .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,life,abstr,abstr,mod,1,False,True,False,False,False,False,True,True,False,False
24965,24966,The low price always let me cost money .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,money,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
24966,24967,Yesterday I bought a pack of biscuits at a discount shop however it was too sweet for me . . .,obl,correct,correct_a,correct_art,indef,spec,indef,pack,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
24967,24968,Yesterday I bought a pack of biscuits at a discount shop however it was too sweet for me . . .,obl,correct,correct_a,correct_art,indef,spec,indef,shop,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
24968,24969,I realized that I have to be careful to buy something at a discount shop and cheapness and hugeness are not best .,obl,correct,correct_a,correct_art,indef,nonspec,indef,shop,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
24969,24970,I joined running club when I was high school student .,obl,error,omit_a,omit,indef,spec,indef,club,concr,concr,mod,0,False,False,False,False,False,False,True,True,False,False
24970,24971,It happened when I was taking the English class this morning .,obl_om,error,over_the,over,def,spec,indef,class,concr,concr,mod,0,False,True,False,False,False,False,True,True,False,False
24971,24972,"At first , I thought it was the training of evacuation but I soon found as I smelled smoke filling up in the building , and saw dark grey smoke was rising from the buckside of our building from the window of the reception .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,smoke,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
24972,24973,"At first , I thought it was the training of evacuation but I soon found as I smelled smoke filling up in the building , and saw dark grey smoke was rising from the buckside of our building from the window of the reception .",obl,correct,correct_the,correct_art,def,spec,situational,building,concr,concr,no_mod,1,True,False,False,False,False,False,False,True,False,False
24973,24974,"At first , I thought it was the training of evacuation but I soon found as I smelled smoke filling up in the building , and saw dark grey smoke was rising from the buckside of our building from the window of the reception .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,smoke,concr,concr,mod,1,False,True,False,False,False,False,False,True,False,False
24974,24975,"At first , I thought it was the training of evacuation but I soon found as I smelled smoke filling up in the building , and saw dark grey smoke was rising from the buckside of our building from the window of the reception .",obl,correct,correct_the,correct_art,def,spec,explanatory,window,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
24975,24976,And then fire engines and police cars came to there .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,engines,concr,concr,no_mod,1,False,True,False,False,False,False,False,False,False,True
24976,24977,The smoke was raising from the entrance of the cafe which next to our school too .,obl,correct,correct_the,correct_art,def,spec,situational,smoke,concr,concr,no_mod,1,True,False,False,False,False,False,False,False,False,True
24977,24978,The smoke was raising from the entrance of the cafe which next to our school too .,obl,correct,correct_the,correct_art,def,spec,explanatory,entrance,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
24979,24980,"Surprisingly , the cafe staffs did n't realize what had happened until the firemen came to their shop despite of the fact the smoke was coming the inside ! !",obl,correct,correct_the,correct_art,def,spec,explanatory,fact,abstr,abstr,no_mod,1,True,False,False,False,False,False,True,True,False,False
24980,24981,"Surprisingly , the cafe staffs did n't realize what had happened until the firemen came to their shop despite of the fact the smoke was coming the inside ! !",obl,correct,correct_the,correct_art,def,spec,situational,smoke,concr,concr,no_mod,1,True,False,False,False,False,False,False,False,False,True
24984,24985,"73 years ago , japanese army killed about 300000 commoners in Ninjing the city I live now .",obl,error,omit_the,omit,def,spec,indef,army,concr,concr,mod,0,True,False,False,True,False,False,True,False,False,True
24986,24987,"I bought had TV last week , installed in my room today .",obl,error,omit_a,omit,indef,spec,indef,TV,concr,concr,no_mod,0,False,False,False,False,False,False,True,True,False,False
24989,24990,"First , as you know , Japan experienced the big big earthquake in 3 . 11 .",obl,error,sub_the_inst_a,error_art,def,spec,indef,earthquake,abstr,abstr,mod,0,False,False,False,False,False,False,True,True,False,False
24992,24993,"Second , I get a job , and I will start my career in april 2012 .",obl,correct,correct_a,correct_art,indef,nonspec,indef,job,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
24993,24994,"The theme here , I want to talk in English and communicate beyond our values and nations , so is there any men or women who live in Tokyo or near ?",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,men,concr,concr,no_mod,1,False,True,False,False,False,False,False,False,False,True
24994,24995,"I 'm not good at speaking English , so I want to study speaking English through the communications .",obl_om,error,over_the,over,def,nonspec,situational,communication,abstr,abstr,no_mod,0,False,True,False,False,False,False,False,True,False,False
24997,24998,I will go on a trip with husband this weekend .,obl,correct,correct_a,correct_art,indef,nonspec,indef,trip,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
24999,25000,I want to swimming in the sea and playing a tennis .,obl_om,error,over_a,over,indef,nonspec,indef,tennis,concr,concr,no_mod,0,False,True,False,False,False,False,False,True,False,False
25000,25001,"When I was going to work , I felt very cold atmosphere .",obl,error,omit_a,omit,indef,spec,indef,atmosphere,concr,concr,mod,0,False,False,True,False,False,False,True,True,False,False
25001,25002,"Christmas eve , I want to cold weather because if the weather is cold , people is n't go anywhere .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,weather,concr,concr,mod,1,False,True,True,False,False,False,True,True,False,False
25002,25003,"Christmas eve , I want to cold weather because if the weather is cold , people is n't go anywhere .",obl,correct,correct_the,correct_art,def,nonspec,situational,weather,concr,concr,no_mod,1,True,False,True,False,False,False,True,False,False,True
25003,25004,"Christmas eve , I want to cold weather because if the weather is cold , people is n't go anywhere .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,people,concr,concr,no_mod,1,False,True,True,False,False,False,False,False,False,True
25006,25007,It 's said a transgender who transformed himself into a woman wanted to marry with her boyfriend but was rejected by the register office by the reason of she not being able to give birth to a baby .,obl,correct,correct_a,correct_art,indef,nonspec,indef,woman,concr,concr,no_mod,1,False,False,False,True,False,False,True,True,False,False
25007,25008,It 's said a transgender who transformed himself into a woman wanted to marry with her boyfriend but was rejected by the register office by the reason of she not being able to give birth to a baby .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,birth,concr,concr,no_mod,1,False,True,False,True,False,False,True,True,False,False
25008,25009,It 's said a transgender who transformed himself into a woman wanted to marry with her boyfriend but was rejected by the register office by the reason of she not being able to give birth to a baby .,obl,correct,correct_a,correct_art,indef,nonspec,indef,baby,concr,concr,no_mod,1,False,False,False,True,False,False,True,True,False,False
25009,25010,She 's so brave of trying to break down the barriers in the way of persuit of love even the rule set by god .,obl,correct,correct_the,correct_art,def,nonspec,explanatory,barriers,concr,concr,no_mod,1,True,False,False,True,False,True,False,True,False,False
25010,25011,She 's so brave of trying to break down the barriers in the way of persuit of love even the rule set by god .,obl,correct,correct_the,correct_art,def,spec,explanatory,rule,abstr,abstr,no_mod,1,True,False,False,True,False,False,True,True,False,False
