item_id,L1,L2,Position,HeadN,Oblig,Error,Target,ErType,ErType2,Ntype,Synt,modif
837,So many MMA fighters think they want to be stronger than they are .,So many MMA fighters thought I want to be more stronger than I thought .,3,fighters,obl_om,correct,zero,correct_zero,correct_om,plural,sub,mod
838,"""This is the most important thing to them but , my opinion is different .""",This is the most necessity thing for them but my opinion is deffrent from them .,6,thing,obl,error,the,omit_the,over,sing,pred/prop,mod
839,MMA is a sport that should n't be though of as a regular sport .,Because MMA is sports but they should n't think MMA is sports .,3,sport,obl,error,a,omit_a,over,sing,pred/prop,no_mod
840,MMA is a sport that should n't be though of as a regular sport .,Because MMA is sports but they should n't think MMA is sports .,11,sport,obl,error,a,omit_a,over,sing,other,mod
841,"""There are a fighters who do n't think MMA is a sport and when they lose fights , they seem like they want to kill their opponent . It goes to show a strong person can lose to a weak person .""",There are a fighters who do n't think MMA is not sports and if they seems to lose the fights they are going to try to kill their competitor and so that sometimes the strong lost by the weak .,4,fighters,obl,error,a,omit_a,over,plural,sub,no_mod
842,"""There are a fighters who do n't think MMA is a sport and when they lose fights , they seem like they want to kill their opponent . It goes to show a strong person can lose to a weak person .""",There are a fighters who do n't think MMA is not sports and if they seems to lose the fights they are going to try to kill their competitor and so that sometimes the strong lost by the weak .,12,sport,obl,error,a,omit_a,over,sing,other,mod
843,"""I want to say , there is no future in MMA for just the strong .""",I want to say is no future in just only the strong .,7,future,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
844,Yet he is named the one of the best fighters in the world .,He is called the one of the best fighter in the world .,11,world,obl,correct,the,correct_the,correct_art,sing,other,no_mod
845,3 : 25 a . m . JST,3 : 25 a . m . at JST,3,a,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
846,It is 3 : 25 a . m . Japan Standard Time ( JST ) .,It is 3 : 25 a . m . at Japan Standard Time ( JST ) .,5,a,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
847,In English class there was a test : (,english class is test : (,1,class,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
848,In English class there was a test : (,english class is test : (,3,test,obl,error,a,omit_a,over,sing,sub,no_mod
849,"""In fact , this is n't the time I 'm supposed to write in my diary on Lang - 8 .""","""In fact , at this time , I 'm not supposed to write in my diary on Lang - 8 .""",2,fact,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
850,"""In fact , this is n't the time I 'm supposed to write in my diary on Lang - 8 .""","""In fact , at this time , I 'm not supposed to write in my diary on Lang - 8 .""",7,time,obl,error,the,omit_the,over,sing,pred/prop,no_mod
851,"""But , I 'm going to do it now , because my laptop is supposed to get repaired , and in a couple of hours , the mechanic is going to be here to pick it up .""","""But , I 'm going to do it now , becuase my laptop is supposed to get repaired , and in a couple of hours , the mechanic is going to be here and pick up my laptop .""",24,couple,obl,correct,a,correct_a,correct_art,sing,other,no_mod
852,"""But , I 'm going to do it now , because my laptop is supposed to get repaired , and in a couple of hours , the mechanic is going to be here to pick it up .""","""But , I 'm going to do it now , becuase my laptop is supposed to get repaired , and in a couple of hours , the mechanic is going to be here and pick up my laptop .""",26,hours,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
853,"""But , I 'm going to do it now , because my laptop is supposed to get repaired , and in a couple of hours , the mechanic is going to be here to pick it up .""","""But , I 'm going to do it now , becuase my laptop is supposed to get repaired , and in a couple of hours , the mechanic is going to be here and pick up my laptop .""",29,mechanic,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
854,"""Well , the reason why I call the repairman is because it has been making loud noises and the screen often makes waves .""","""Well , the reason why I call the repair is because big noise is made and screen often wave .""",4,reason,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
855,"""Well , the reason why I call the repairman is because it has been making loud noises and the screen often makes waves .""","""Well , the reason why I call the repair is because big noise is made and screen often wave .""",17,screen,obl,error,the,omit_the,over,sing,sub,no_mod
856,"""It has been about eight months since I purchased it , so any service is free .""","""It have been about eight months to purchase that , so any service is free .""",13,service,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
857,Okay right now I want to know what the best way is to learn English accents ?,okay right now I want to know what is the best way to learn the English accents ?,11,way,obl,correct,the,correct_the,correct_art,sing,sub,mod
858,Okay right now I want to know what the best way is to learn English accents ?,okay right now I want to know what is the best way to learn the English accents ?,16,accents,obl_om,error,zero,over_the,omit,plural,obj,mod
859,Since I 'm weak in understanding the accents of a language .,since I 'm weak in understanding the accents of the language .,8,accents,obl,correct,the,correct_the,correct_art,plural,obj,no_mod
860,Since I 'm weak in understanding the accents of a language .,since I 'm weak in understanding the accents of the language .,11,language,obl,error,a,sub_the_inst_a,error_art,sing,other,no_mod
861,I hope someone here can give me some tips or steps that I should take in order to improve my communication skills,So I hope anyone here can give me some tips or steps that I should take in order to improve my communication skills,9,tips,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
862,I hope someone here can give me some tips or steps that I should take in order to improve my communication skills,So I hope anyone here can give me some tips or steps that I should take in order to improve my communication skills,11,steps,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
863,I hope someone here can give me some tips or steps that I should take in order to improve my communication skills,So I hope anyone here can give me some tips or steps that I should take in order to improve my communication skills,17,order,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
864,I hope someone here can give me some tips or steps that I should take in order to improve my communication skills,So I hope anyone here can give me some tips or steps that I should take in order to improve my communication skills,21,communication,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
865,It 's good to exchange culture and language that we are trying to learn .,it is good to exchange culture and language that we are trying to learn .,5,culture,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
866,It 's good to exchange culture and language that we are trying to learn .,it is good to exchange culture and language that we are trying to learn .,7,language,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
867,"""I will try to write everyday , I am planning to write to a bussiness person soon , so I really need your help .""","""I will try to write everyday , I am planning to write to a bussiness person soon , so I really need your help .""",6,everyday,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
868,"""I will try to write everyday , I am planning to write to a bussiness person soon , so I really need your help .""","""I will try to write everyday , I am planning to write to a bussiness person soon , so I really need your help .""",15,bussiness,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
869,"""I will try to write everyday , I am planning to write to a bussiness person soon , so I really need your help .""","""I will try to write everyday , I am planning to write to a bussiness person soon , so I really need your help .""",16,person,obl,correct,a,correct_a,correct_art,sing,other,no_mod
870,It ca n't be said in simple words .,It ca n't be told by simple words .,7,words,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
871,I dreamed about her the night before yesterday .,I dreamed her the night before yesterday .,4,night,obl,correct,the,correct_the,correct_art,sing,other,no_mod
872,I dreamed about her the night before yesterday .,I dreamed her the night before yesterday .,6,yesterday,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
873,"""Today , I met an old friend .""","""Today , I meet a friend .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
